b9300040275;Радиатор сталь панельный ЛУ 20 500х1100 HYGIENIC 1478Вт нижний прав/лев Лидея;2;Отопительное оборудование;Радиаторы;Лидея;Z;NL;2 195,57;2 305,35;;@;1;0
b9300040708;Отвод НПВХ Дн200х87° Хемкор;7;Трубы канализационные, соединительные детали и изделия;Трубы для наружного водоотведения и соед части;Хемкор;S;P2;483,01;772,82;;&;0;0
b0100014125;Клапан запорн латунь 15б1п Ду32 Ру16 ВР/ВР STC 0200;51;Запорная арматура;Клапаны;STC;S;P2;333;532,8;0304-00050;&;0;0
b0100020608;Манометр ТМ 610Р радиальный Дк150 2,5МПа G1/2 100С Росма;1;Приборы учета и КИП;Термометры, манометры;Росма;Z;NL;593,76;950,02;0701-00255;@;0;0
b0100008273;Контргайка сталь Ду32 по ГОСТ 8968-75 КНР;9;Трубопроводы и соединительные части;Труба стальная и соединительные части;КНР;S;Pz;40,29;64,46;0101-01445;&;0;0
b9300046684;Радиатор биметалл Ultra Plus 500 10 секций Ogint;7;Отопительное оборудование;Радиаторы;Ogint;S;Pz;3 095,8;4 951,49;0502-06536;@;0;0
b0100013066;Бурт PP-R трубн Дн20 ПК Контур 011309020000;407;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;Q;D0;3,86;8,3;0105-01152;&;0;0
b0100018567;Умывальник Антик-55 мебельн Сантек;1;Сантехника;Умывальники;Сантек;Z;NL;1 131,2;1 187,76;0903-00327;@;1;0
b0100030429;Нагревательный элемент RF 1,3 кВт. М4 под анод (10057) (ЧЕЛЯБ);2;Водонагреватели;Комплектующие для водонагревателей;;Z;NL;474,71;498,45;;&;2;8
b0100030428;Нагревательный элемент RF 2,0 кВт. гор. М4 под анод (10053) (ЧЕЛЯБ);2;Водонагреватели;Комплектующие для водонагревателей;;Z;NL;555,5;583,28;;&;2;8
b0100030523;Конвектор Универсал ТБС-190 КПНК-20 1,446кВт конц напольн резьба ЮУСТМ;10;Отопительное оборудование;Конвекторы;ЮУСТМ;Z;NL;3 214,23;3 374,94;0501-02226;&;2;8
b9300043914;Затвор   Ду125 Ру16 Dendor;1;Запорная арматура;Затворы;Dendor;Z;NL;2 752,63;3 578,42;;@;0;0
b0200039280;Конвектор F117 DESIGN 2кВт 220В эл  ATLANTIC 513820;2;Отопительное оборудование;Конвекторы;ATLANTIC;Z;NL;2 637,32;3 500;;@;1;0
b0100022219;Вентиль PP-R Дн63  011121063010;10;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;_;Z;D0;1 159,14;2 468,1;0105-01187;@;0;5
b0100008204;Угольник PP-R комбинированн белый Дн25х3/4" ВР ПК Контур 011414025200;38;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;Pz;39,52;84,8;0105-00731;&;0;0
b9300044515;Седелка  усиленн Дн110х2" с резьбовым отводом компресс;1;Трубопроводы и соединительные части;Труба полиэтиленовая (ПЭ, ПНД) и соединительные части;_;Z;D0;359,63;575,41;;@;0;0
b0100021073;Реле давления KPI 35 G1/4" -0,2-8 бар, 0,5-2 бар Danfoss 060-121966;0;Регулирующая и предохр арматура и автоматика;Комплектующие и аксессуары для ТА;Danfoss;Z;D0;3 713,64;4 945,35;0409-00315;@;0;1
b9300048927;Клапан Маевского Ду1/2" ProFactor PF DV 560;286;Отопительное оборудование;Воздухоотводчики;ProFactor;S;Pz;22,56;49,91;;@;0;0
b0100014124;Клапан запорн латунь 15б1п Ду25 Ру16 ВР/ВР STC 0200;122;Запорная арматура;Клапаны;STC;S;P2;165,66;265,06;0304-00007;&;0;0
