00000001589;Паста герметизирующая 360гр Unipak;6;Изоляция и уплотнение;Уплотнительные материалы;Unipak;S;D0;256,04;393;1002-00201;&;0
00000001647;Кран сливной Danfoss 003L0152;625;Сантехника;Комплектующие и аксессуары к сантехнике;Danfoss;Z;NL;296,39;1 790,03;0908-00277;@;0
00000001703;Кран шаровой мини латунь синий Ду15 ВР/ВР STC 1024;8;Запорная арматура;Краны;STC;S;P2;78,66;128,89;0301-00289;&;0
00000001705;Кран шаровой мини латунь красный Ду15 НР/НР STC 1032;90;Запорная арматура;Краны;STC;S;D0;78,66;128,89;0301-00294;&;0
00000001718;Фильтр сетчатый латунь Y Ду25 STC 3001;17;Регулирующая и предохр арматура и автоматика;Фильтры и грязевики;STC;S;D0;251,83;440,88;0406-00021;@;0
00000001719;Фильтр сетчатый латунь Y Ду32 STC 3001;5;Регулирующая и предохр арматура и автоматика;Фильтры и грязевики;STC;S;D0;445,17;807,06;0406-00022;@;0
00000001720;Фильтр сетчатый латунь Y Ду40 STC 3001;18;Регулирующая и предохр арматура и автоматика;Фильтры и грязевики;STC;S;P2;674,86;1 150,77;0406-00023;&;0
00000001721;Фильтр сетчатый латунь Y Ду50 STC 3001;34;Регулирующая и предохр арматура и автоматика;Фильтры и грязевики;STC;S;D0;1 014,61;1 688,15;0406-00024;&;0
00000001722;Радиатор чугун МС-140М-300 7 секций НТКРЗ;1;Отопительное оборудование;Радиаторы;НТКРЗ;S;P2;2 380,17;3 485;0502-00971;&;0
00000001741;Лен сантехнический вычесанный упаковка условный вес 450гр ±10% Unipak;15;Изоляция и уплотнение;Уплотнительные материалы;Unipak;S;D0;297,48;457;1002-00202;&;0
00000001746;Затвор дисковый поворотный VPN3448-0203 Ду50 Ру16 межфл EPDM Tecofi;16;Запорная арматура;Затворы;Tecofi;S;Pz;1 737,01;2 817,58;0303-00016;@;0
00000001748;Затвор дисковый поворотный VPN3448-0203 Ду100 Ру16 межфл EPDM Tecofi;5;Запорная арматура;Затворы;Tecofi;S;D0;2 660,87;4 318,37;0303-00018;@;0
00000001815;Смеситель для ванны/раковины  Санлит СМ 280003 КН;10;Сантехника;Смесители и краны для сан.узлов;Санлит;Z;NL;785,63;899;0909-01802;&;0
00000001817;Угольник PP-R комбинированн белый Дн20х1/2" ВР с креплением ПК Контур 011418020100;39;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;D0;27,79;49,8;0105-00697;@;0
00000001818;Муфта PP-R комбинированн Дн20х1/2" НР ПК Контур 011211020100;1 519;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;P2;26,89;48,2;0105-01284;@;0
00000001820;Обвод PP-R белый Дн20 ПК Контур 011602020000;87;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;D0;10,82;19,4;0105-01286;@;0
00000001821;Тройник PP-R Дн20 ПК Контур 011501020000;482;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;D0;3,72;6,2;0105-01287;@;0
00000001822;Угольник PP-R белый Дн20 ПК Контур 011401020000;2 182;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;D0;2,64;4,4;0105-01288;@;0
00000001823;Опора PP-R Дн20 ПК Контур 011609020000;3 220;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;D0;1,29;2,3;0105-01289;@;0
00000001824;Муфта PP-R Дн20 ПК Контур 011201020000;403;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;D0;2,04;3,4;0105-01290;@;0
00000001825;Труба PP-R белый Дн20х3,5 Ру20 80C L=4м ПК Контур 010200020000;2 185;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;D0;18,84;31,4;0105-00017;@;0
00000001831;Угольник PP-R белый Дн25 ПК Контур 011401025000;403;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;D0;4,2;7;0105-01291;@;0
00000001832;Обвод PP-R белый Дн25 ПК Контур 011602025000;32;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;D0;15,17;27,2;0105-01292;@;0
00000001835;Тройник PP-R переходн Дн25х20х20 ПК Контур 011503025100;97;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;P2;6,36;11,4;0105-01293;&;0
00000001837;Труба PP-R белый Дн25х4,2 Ру20 80C L=4м ПК Контур 010200025000;720;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;D0;30,69;55;0105-00018;@;0
00000001838;Угольник PP-R белый Дн20х45° ПК Контур 011405020000;181;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;D0;2,78;5;0105-01295;@;0
