00000006063;Угольник латунь переходн Дн20х1/2" пресс ВР для мп Comap 722ECX;10;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Comap;S;P2;146,66;231;0103-00269;&;0
00000006064;Угольник латунь переходн Дн20х3/4" пресс ВР для мп Comap 722EDX;11;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Comap;S;P2;251,67;382;0103-00270;&;0
00000006066;Угольник латунь Дн16 пресс для мп Comap 720BXX;74;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Comap;S;P2;114,68;176;0103-00245;&;0
00000006067;Угольник латунь Дн20 пресс для мп Comap 720EXX;34;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Comap;S;D1;155,03;309;0103-00246;&;0
00000006068;Угольник латунь Дн26 пресс для мп Comap 720JXX;57;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Comap;S;D1;254,73;514;0103-00247;&;0
00000006117;Клапан запорн латунь 15б3р Ду20 Ру16 ВР/ВР БАЗ А100мм;62;Запорная арматура;Клапаны;БАЗ;S;P2;151,34;218;0304-00012;&;0
00000006119;Труба PP-H серый Дн40х1,8 б/нап L=0,25м в комплекте СТК;11;Водоотведение;Трубы для внутреннего водоотведения и соед части;СТК;S;P2;18,49;31;0201-00202;0;0
00000006122;Труба PP-H серый Дн40х1,8 б/нап L=1м в комплекте СТК;1;Водоотведение;Трубы для внутреннего водоотведения и соед части;СТК;S;P2;32,89;55;0201-00107;0;0
00000006140;Труба PP-H серый Дн110х2,7 б/нап L=2м в комплекте СТК;60;Водоотведение;Трубы для внутреннего водоотведения и соед части;СТК;S;P2;197,63;326;0201-00123;&;0
00000006146;Бак мембранный для отопления WRV 8л 5атм Wester 0-14-0020;1;Котлы и водонагреватели;Расширительные баки;Wester;S;D1;712,83;979;0604-00006;&;0
00000006147;Бак мембранный для отопления WRV 50л 5атм Wester 0-14-0100;2;Котлы и водонагреватели;Расширительные баки;Wester;S;D0;1 699,22;2 421,23;0604-00032;&;0
00000006150;Гидроаккумулятор WAV 12л 10атм Wester 0-14-1030;1;Котлы и водонагреватели;Гидроаккумуляторы;Wester;S;P2;720,01;1 025,97;0603-00017;0;0
00000006151;Гидроаккумулятор WAV 18л 10атм Wester 0-14-1040;1;Котлы и водонагреватели;Гидроаккумуляторы;Wester;S;P2;910,7;1 297,25;0603-00018;0;0
00000006152;Гидроаккумулятор WAV 24л 10атм Wester 0-14-1060;1;Котлы и водонагреватели;Гидроаккумуляторы;Wester;S;D1;925,17;1 317,84;0603-00019;&;0
00000006154;Гидроаккумулятор WAV 50л 10атм Wester 0-14-1100;5;Котлы и водонагреватели;Гидроаккумуляторы;Wester;S;D0;2 577,66;3 672,91;0603-00021;&;0
00000006155;Гидроаккумулятор WAV 80л 10атм Wester 0-14-1120;1;Котлы и водонагреватели;Гидроаккумуляторы;Wester;S;D2;3 283,28;4 678,34;0603-00022;&;0
00000006186;Насос циркуляционный TOP-S 25/5 EM б/комплекта Wilo 2044009;2;Насосное оборудование;Насосы и насосные установки;Wilo;S;P2;7 571,35;14 545,67;;@;0
00000006406;Тройник латунь переходн Дн20х16х20 для мп Comap 9467513151;11;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Comap;S;D0;287,32;504;0103-00223;&;0
00000006407;Тройник латунь переходн Дн26х20х20 для мп Comap 94677851;8;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Comap;Q;D0;442,12;587;0103-00224;&;0
00000006451;Труба мп Дн16х2,0 STC 6110;799;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D1;19,41;50,56;0103-00093;@;0
00000006452;Труба мп Дн20х2,0 STC 6120;315;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D2;27,08;70,98;0103-00094;@;0
00000006453;Труба мп Дн26х3,0 STC 6130;503;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D0;42,14;110,31;0103-00095;@;0
00000006454;Труба мп Дн32х3,0 STC 6140;108;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D1;58,78;153,71;0103-00096;@;0
00000006470;Термометр биметаллический ТБ63/50S с погружной гильзой Дк63 L=50мм кл.т.2,5 G1/2" 160C Watts 10005806/ 03.01.053;2;Приборы учета и КИП;Термометры, манометры;Watts;S;P2;231,75;363,64;0701-00227;&;0
00000006493;Мойка сталь эмаль с кронштейнами 450х505х170 Лысьва;23;Сантехника;Мойки;Лысьва;S;D0;617,51;917;0906-00078;@;0
00000006511;Трап PP горизонт выпуск 150х150 Ду50 решетка нерж сталь Татполимер;35;Водоотведение;Трапы, колодцы, воронки;Татполимер;S;P2;127,38;199;0204-00005;&;0
00000006515;Отвод сталь шовный крутоизогнутый Ду15 ТУ 1468-004-39817639-2004;0;Трубопроводы и соединительные части;Труба стальная и соединительные части;_;S;D2;8,26;13;0101-00112;@;0
00000006516;Отвод сталь шовный крутоизогнутый Ду20 ТУ 1468-004-39817639-2004;238;Трубопроводы и соединительные части;Труба стальная и соединительные части;_;S;D0;8,79;13;0101-00113;@;0
00000006517;Отвод сталь шовный крутоизогнутый Ду25 ТУ 1468-004-39817639-2004;13;Трубопроводы и соединительные части;Труба стальная и соединительные части;_;S;D2;13,13;20;0101-00114;@;0
00000006518;Отвод сталь шовный крутоизогнутый Ду32 ТУ 1468-004-39817639-2004;57;Трубопроводы и соединительные части;Труба стальная и соединительные части;_;S;D1;17,77;28;0101-00115;@;0
00000006519;Отвод сталь шовный крутоизогнутый Ду40 ТУ 1468-004-39817639-2004;55;Трубопроводы и соединительные части;Труба стальная и соединительные части;_;S;D0;25,23;38;0101-00116;@;0
00000006521;Отвод сталь Ду15 п/привар из труб по ГОСТ 3262-75 КАЗ;34;Трубопроводы и соединительные части;Труба стальная и соединительные части;КАЗ;S;D1;13,53;20;0101-00118;@;0
00000006522;Отвод сталь Ду20 п/привар из труб по ГОСТ 3262-75 КАЗ;36;Трубопроводы и соединительные части;Труба стальная и соединительные части;КАЗ;S;D1;23,35;35;0101-00119;@;0
00000006523;Отвод сталь Ду25 п/привар из труб по ГОСТ 3262-75 КАЗ;41;Трубопроводы и соединительные части;Труба стальная и соединительные части;КАЗ;S;D1;41,19;63;0101-00120;&;0
00000006524;Отвод сталь Ду32 п/привар из труб по ГОСТ 3262-75 КАЗ;100;Трубопроводы и соединительные части;Труба стальная и соединительные части;КАЗ;S;D0;53,14;84;0101-00796;@;0
00000006525;Отвод сталь Ду40 п/привар из труб по ГОСТ 3262-75 КАЗ;111;Трубопроводы и соединительные части;Труба стальная и соединительные части;КАЗ;S;P2;84,11;128;0101-00797;@;0
00000006526;Отвод сталь Ду50 п/привар из труб по ГОСТ 3262-75 КАЗ;17;Трубопроводы и соединительные части;Труба стальная и соединительные части;КАЗ;S;P2;152,21;232;0101-00798;&;0
00000006527;Отвод сталь оц Ду15 п/привар из труб по ГОСТ 3262-75 КАЗ;10;Трубопроводы и соединительные части;Труба стальная и соединительные части;КАЗ;S;D0;17,92;27;0101-00041;&;0
00000006529;Отвод сталь оц Ду25 п/привар из труб по ГОСТ 3262-75 КАЗ;10;Трубопроводы и соединительные части;Труба стальная и соединительные части;КАЗ;S;P2;56,6;86;0101-00043;&;0
00000006530;Отвод сталь оц Ду32 п/привар из труб по ГОСТ 3262-75 КАЗ;30;Трубопроводы и соединительные части;Труба стальная и соединительные части;КАЗ;S;P2;86,4;131;0101-00593;0;0
00000006531;Отвод сталь оц Ду40 п/привар из труб по ГОСТ 3262-75 КАЗ;8;Трубопроводы и соединительные части;Труба стальная и соединительные части;КАЗ;S;P2;133,99;204;0101-00594;@;0
00000006562;Насос повысительный PB 201EA Wilo 3004782;3;Насосное оборудование;Насосы и насосные установки;Wilo;S;P2;4 915,68;9 443,83;0801-00522;@;0
00000006638;Муфта PP-R усиленн комбинированн разъемн Дн63х2" НР ПК Контур 011301063600;52;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;P2;1 049,36;2 256,7;0105-01054;@;0
00000006645;Тройник PP-R переходн Дн63х25х63 ПК Контур 011503063300;454;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;P2;77,01;165,6;0105-01055;@;0
00000006752;Кран шаровой латунь Uno Ду25 ВР/НР рычаг STC 1402;1;Запорная арматура;Краны;STC;Z;NL;136,83;205,8;0301-00542;&;0
00000006787;Электроды ОК-46 4мм 6,6 кг ESAB;33;Инструмент и сварочное оборудование;Сварочное оборудование;ESAB;S;D1;677,82;1 006;1202-00067;@;0
00000006788;Муфта PP-R усиленн комбинированн разъемн Дн63х2" ВР ПК Контур 011304063600;59;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;D0;1 008,17;2 168,1;0105-01056;@;0
00000006832;Муфта PP-R переходн белый Дн63х25 ПК Контур 011203063200;12;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;D0;25,48;54,8;0105-00654;&;0
00000006861;Компенсатор PP-R Дн40;5;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;_;S;P2;179,93;276;0105-01057;&;0
00000006871;Крепление для полотенцесушителя сталь  1" хром;41;Сантехника;Полотенцесушители;_;S;P2;34;49;0911-00103;&;0
00000006872;Крепление для полотенцесушителя сталь   3/4" хром;96;Сантехника;Полотенцесушители;_;S;P2;34;49;0911-00104;0;0
00000006875;Полотенцесушитель сталь П-образный 330х500 хром;4;Сантехника;Полотенцесушители;_;Z;D0;667,88;885;0911-00106;&;0
00000006877;Полотенцесушитель сталь П-образный 500х500 1" хром;5;Сантехника;Полотенцесушители;_;S;P2;726;1 224;0911-00108;0;0
00000006878;Полотенцесушитель сталь М-образный 500х500 3/4" хром;3;Сантехника;Полотенцесушители;_;S;P2;778;1 273;0911-00109;&;0
00000006879;Полотенцесушитель сталь М-образный 500х600 1" хром;3;Сантехника;Полотенцесушители;_;S;Pz;813;1 317;0911-00110;&;0
00000006880;Полотенцесушитель сталь М-образный 500х600 3/4" хром;2;Сантехника;Полотенцесушители;_;S;P2;750,75;1 240;0911-00111;&;0
00000006907;Полотенцесушитель сталь М-образный 500х500 1" хром;1;Сантехника;Полотенцесушители;_;S;D1;778;1 260;0911-00122;&;0
00000006980;Радиатор алюминий Rovall100 200 7 секций 0,679кВт Sira 017-1959;2;Отопительное оборудование;Радиаторы;Sira;S;P2;1 909,93;2 438,03;0502-00364;0;0
00000006981;Радиатор алюминий Rovall100 200 8 секций 0,776кВт Sira 017-1960;1;Отопительное оборудование;Радиаторы;Sira;S;P2;2 182,39;2 785,93;0502-00365;0;0
00000006989;Радиатор алюминий Rovall100 350 6 секций 0,9кВт Sira 017-1968;5;Отопительное оборудование;Радиаторы;Sira;S;P2;1 717,8;2 222,56;0502-00582;@;0
00000006990;Радиатор алюминий Rovall100 350 7 секций 1,050кВт Sira 017-1969;3;Отопительное оборудование;Радиаторы;Sira;S;D0;2 003,83;2 593,25;0502-02568;@;0
00000006991;Радиатор алюминий Rovall100 350 8 секций 1,2кВт Sira 017-1970;1;Отопительное оборудование;Радиаторы;Sira;S;D1;2 290,4;2 963,95;0502-03070;@;0
00000006993;Радиатор алюминий Rovall100 350 10 секций 1,5кВт Sira 017-1962;25;Отопительное оборудование;Радиаторы;Sira;S;P2;2 863;3 704,8;0502-00584;@;0
00000006994;Радиатор алюминий Rovall100 350 12 секций 1,8кВт Sira 017-1963;1;Отопительное оборудование;Радиаторы;Sira;S;P2;3 435,6;4 445,66;0502-00585;0;0
00000006997;Радиатор алюминий Rovall100 500 4 секции 0,788кВт Sira 017-1976;7;Отопительное оборудование;Радиаторы;Sira;S;D0;1 189,71;1 576,14;0502-00587;@;0
00000006998;Радиатор алюминий Rovall100 500 5 секций 0,985кВт Sira 017-1977;7;Отопительное оборудование;Радиаторы;Sira;S;D0;1 487,68;1 970,18;0502-00588;@;0
00000006999;Радиатор алюминий Rovall100 500 6 секций 1,182кВт Sira 017-1978;10;Отопительное оборудование;Радиаторы;Sira;S;D0;1 785,1;2 364,76;0502-00589;@;0
00000007000;Радиатор алюминий Rovall100 500 7 секций 1,379кВт Sira 017-1979;8;Отопительное оборудование;Радиаторы;Sira;S;D0;2 138,43;2 758,79;0502-00590;@;0
00000007001;Радиатор алюминий Rovall100 500 9 секций 1,773кВт Sira 017-1981;4;Отопительное оборудование;Радиаторы;Sira;S;D0;2 677,92;3 546,86;0502-00591;@;0
00000007002;Радиатор алюминий Rovall100 500 10 секций 1,970кВт Sira 017-1972;10;Отопительное оборудование;Радиаторы;Sira;S;D1;2 975,35;3 940,9;0502-00592;@;0
00000007003;Радиатор алюминий Rovall100 500 12 секций 2,364кВт Sira 017-1973;0;Отопительное оборудование;Радиаторы;Sira;S;D2;3 570,75;4 729,51;0502-00593;@;0
00000007004;Радиатор алюминий Rovall100 500 14 секций 2,758кВт Sira 017-1974;2;Отопительное оборудование;Радиаторы;Sira;S;D0;4 165,6;5 517,59;0502-00594;@;0
00000007014;Радиатор алюминий Rovall80 200 15 секций 1,335кВт Sira 017-1985;2;Отопительное оборудование;Радиаторы;Sira;S;P2;3 736,83;4 815,27;0502-00409;0;0
00000007016;Радиатор алюминий Rovall80 350 5 секций 0,7кВт Sira 017-1997;2;Отопительное оборудование;Радиаторы;Sira;Q;NL;1 316,17;1 707,49;0502-00411;&;0
00000007025;Радиатор алюминий Rovall80 500 4 секции 0,692кВт Sira 017-2006;8;Отопительное оборудование;Радиаторы;Sira;S;D0;1 096,35;1 453,48;0502-00045;@;0
00000007026;Радиатор алюминий Rovall80 500 5 секций 0,865кВт Sira 017-2007;3;Отопительное оборудование;Радиаторы;Sira;S;D1;1 370,44;1 816,58;0502-00046;@;0
00000007027;Радиатор алюминий Rovall80 500 6 секций 1,038кВт Sira 017-2008;9;Отопительное оборудование;Радиаторы;Sira;S;D0;1 644,53;2 179,68;0502-00047;@;0
00000007028;Радиатор алюминий Rovall80 500 7 секций 1,211кВт Sira 017-2009;13;Отопительное оборудование;Радиаторы;Sira;S;D0;1 918,62;2 543,32;0502-00048;@;0
00000007029;Радиатор алюминий Rovall80 500 8 секций 1,384кВт Sira 017-2010;13;Отопительное оборудование;Радиаторы;Sira;S;D0;2 192,71;2 906,42;0502-00049;&;0
00000007030;Радиатор алюминий Rovall80 500 9 секций 1,557кВт Sira 017-2011;9;Отопительное оборудование;Радиаторы;Sira;S;D0;2 466,79;3 270,06;0502-00050;&;0
00000007032;Радиатор алюминий Rovall80 500 12 секций 2,076кВт Sira 017-2003;6;Отопительное оборудование;Радиаторы;Sira;S;D0;3 290,14;4 359,9;0502-00415;@;0
00000007033;Радиатор алюминий Rovall80 500 14 секций 2,422кВт Sira 017-2004;39;Отопительное оборудование;Радиаторы;Sira;S;P2;3 838,32;5 086,64;0502-00416;0;0
00000007047;Кронштейн для Rovall   напольн Sira 100 глубина;37;Отопительное оборудование;Радиаторы;Sira;S;P2;211,98;351;;0;0
00000007051;Радиатор алюминий Rovall100 500 8 секций 1,576кВт Sira 017-1980;0;Отопительное оборудование;Радиаторы;Sira;S;D2;2 380,5;3 152,83;0502-00596;@;0
00000007069;Отвод НПВХ коричневый Дн110х45° б/нап в комплекте Ostendorf;5;Водоотведение;Трубы для наружного водоотведения и соед части;Ostendorf;S;P2;74,47;114;0202-00013;&;0
00000007073;Отвод НПВХ коричневый Дн160х45° б/нап в комплекте Ostendorf;4;Водоотведение;Трубы для наружного водоотведения и соед части;Ostendorf;Z;D0;171,16;192;0202-00017;&;0
00000007080;Тройник НПВХ коричневый Дн110х110х45° б/нап в комплекте Ostendorf;5;Водоотведение;Трубы для наружного водоотведения и соед части;Ostendorf;S;P2;142,27;218;0202-00024;0;0
00000007140;Кран шаровой латунь Faro Ду25 НР/нак.г рычаг STC 1207;4;Запорная арматура;Краны;STC;S;D0;361,56;571,96;0301-00278;@;0
00000007153;Затвор дисковый поворотный  Ду50 Ру16 межфл рукоятка чуг.,диск-чуг,EPDМ,110С КВАНТ;36;Запорная арматура;Затворы;КВАНТ;S;D1;1 045,04;1 584;0303-00297;@;0
00000007154;Затвор дисковый поворотный  Ду65 Ру16 межфл рукоятка чуг.,диск-чуг,EPDМ,110С КВАНТ;4;Запорная арматура;Затворы;КВАНТ;S;D2;963,97;1 460;0303-00298;@;0
00000007155;Затвор дисковый поворотный  Ду80 Ру16 межфл рукоятка чуг.,диск-чуг,EPDМ,110С КВАНТ;52;Запорная арматура;Затворы;КВАНТ;S;D0;1 205,57;1 867;0303-00299;@;0
00000007156;Затвор дисковый поворотный  Ду100 Ру16 межфл рукоятка чуг.,диск-чуг,EPDМ,110С КВАНТ;14;Запорная арматура;Затворы;КВАНТ;S;D1;1 760,83;2 667;0303-00300;@;0
00000007157;Затвор дисковый поворотный  Ду125 Ру16 межфл рукоятка чуг.,диск-чуг,EPDМ,110С КВАНТ;3;Запорная арматура;Затворы;КВАНТ;S;P2;3 052,4;4 625;0303-00301;@;0
00000007158;Затвор дисковый поворотный  Ду150 Ру16 межфл рукоятка чуг.,диск-чуг,EPDМ,110С КВАНТ;5;Запорная арматура;Затворы;КВАНТ;S;D0;3 335,81;5 054;0303-00302;&;0
00000007171;Кронштейн КПМ полипроп малый СПб Стройфарфор 481000;26;Сантехника;Умывальники;СПб Стройфарфор;S;P2;36,5;55;0903-00286;&;0
00000007279;Прокладка для радиатора силикон универ  1" GC;270;Отопительное оборудование;Радиаторы;GC;S;D0;6,6;10;0502-00996;&;0
00000007296;Комплект для радиатора  универ  монтажн 1/2" с кроншт GRB;192;Отопительное оборудование;Радиаторы;GRB;Q;D0;138,32;184;;&;0
00000007410;Пробка PP-R Дн50 ПК Контур 011606050000;14;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;D0;17,76;38,2;0105-01059;@;0
00000007434;Трос сантехнический Дн16  L=15м с ручкой;2;Инструмент и сварочное оборудование;Инструмент и сопутствующие товары;_;S;P2;6 906,61;9 417;1201-00621;0;0
00000007608;Нить уплотнительн УНИ-ЛОК 80м Tangit  ШВ24;6;Изоляция и уплотнение;Уплотнительные материалы;Tangit;S;D2;500,25;770;1002-00217;&;0
00000007610;Прокладка кольцевая паронит Ду250 Ру10-16  ГОСТ 15180-86;0;Изоляция и уплотнение;Уплотнительные материалы;_;S;D2;35,59;54;1002-00124;0;0
00000007636;Клапан Ду20 воздушный для радиатора Ру10 хром ЗМЗ Термал;1;Отопительное оборудование;Воздухоотводчики;ЗМЗ;S;P2;32,99;50;0504-00046;0;0
00000007647;Шпилька сталь оц М16х1000;103;Трубопроводы и соединительные части;Крепежные изделия;_;S;D1;118;175;0112-00108;@;0
00000007648;Шпилька сталь оц М20х1000;32;Трубопроводы и соединительные части;Крепежные изделия;_;S;P2;190;282;0112-00109;@;0
00000007691;Насос центробежный MHI 205 DM Wilo 4148906;1;Насосное оборудование;Насосы и насосные установки;Wilo;Q;D0;12 515,79;16 595,64;;&;0
00000007748;Труба гофрированная 36,5 для трубы 32 красный Henco;50;Изоляция и уплотнение;Изоляция и термоизоляция;Henco;S;P2;81,41;140,03;1001-00516;&;0
00000007797;Ниппель латунь Ду1/2" НР/НР Valtec VTr.582.N.0004;1;Трубопроводы и соединительные части;Латунные и чугунные соединительные части трубопроводов;Valtec;Z;NL;25,36;46;0111-01073;&;0
00000007822;Соединитель латунь никель Дн16х3/4" Faro НР для мп STC 6400;121;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;50,56;87,84;0103-00114;@;0
00000007868;Соединитель латунь никель Дн20х1/2" Faro НР для мп STC 6400;196;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D0;57,71;99,07;0103-00115;@;0
00000007869;Соединитель латунь никель Дн20х3/4" Faro НР для мп STC 6400;161;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D1;62,3;104,69;0103-00116;@;0
00000007870;Соединитель латунь никель Дн26х3/4" Faro НР для мп STC 6400;81;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;92,94;170,57;0103-00117;@;0
00000007871;Соединитель латунь никель Дн26х1" Faro НР для мп STC 6400;35;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D0;104,18;181,8;0103-00118;@;0
00000007872;Соединитель латунь никель Дн32х1" Faro НР для мп STC 6400;18;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D0;151,16;252,79;0103-00119;@;0
00000007873;Соединитель латунь никель Дн16х1/2" Faro ВР для мп STC 6405;236;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D0;43,92;74,56;0103-00106;@;0
00000007874;Соединитель латунь никель Дн16х3/4" Faro ВР для мп STC 6405;15;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D1;51,58;93,45;0103-00107;@;0
00000007875;Соединитель латунь никель Дн20х1/2" Faro ВР для мп STC 6405;111;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D0;67,41;115,41;0103-00108;@;0
00000007876;Соединитель латунь никель Дн20х3/4" Faro ВР для мп STC 6405;111;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D1;67,41;121,03;0103-00109;@;0
00000007877;Соединитель латунь никель Дн26х3/4" Faro ВР для мп STC 6405;68;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;99,07;181,29;0103-00110;@;0
00000007878;Соединитель латунь никель Дн26х1" Faro ВР для мп STC 6405;35;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D0;113,88;208,87;0103-00111;@;0
00000007879;Соединитель латунь никель Дн32х1" Faro ВР для мп STC 6405;41;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;137,37;252,79;0103-00112;@;0
00000007880;Муфта латунь никель Дн16х16 Faro для мп STC 6410;35;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D1;60,77;102,14;0103-00102;@;0
00000007881;Муфта латунь никель Дн20х20 Faro для мп STC 6410;48;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D0;102,65;175,67;0103-00103;@;0
00000007882;Муфта латунь никель Дн26х26 Faro для мп STC 6410;9;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D0;157,8;274,74;0103-00104;@;0
00000007883;Муфта латунь никель Дн32х32 Faro для мп STC 6410;19;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;205,29;384,54;0103-00105;@;0
00000007884;Муфта латунь переходн никель Дн20х16 Faro для мп STC 6415;46;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D1;80,18;142,48;0103-00097;@;0
00000007885;Муфта латунь переходн никель Дн26х16 Faro для мп STC 6415;25;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;111,84;208,87;0103-00098;&;0
00000007886;Муфта латунь переходн никель Дн26х20 Faro для мп STC 6415;19;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;124,09;230,83;0103-00099;@;0
00000007888;Муфта латунь переходн никель Дн26х32 Faro для мп STC 6415;7;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;211,42;362,58;0103-00101;@;0
00000007889;Тройник латунь никель Дн16х16х16 Faro для мп STC 6420;31;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D1;98,05;176,18;0103-00140;@;0
00000007890;Тройник латунь никель Дн20х20х20 Faro для мп STC 6420;55;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D1;151,67;255,34;0103-00141;@;0
00000007891;Тройник латунь никель Дн26х26х26 Faro для мп STC 6420;48;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D0;245,64;420,29;0103-00142;@;0
00000007892;Тройник латунь никель Дн32х32х32 Faro для мп STC 6420;1;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;355,94;608,73;0103-00143;@;0
00000007893;Тройник латунь переходн никель Дн16х20х16 Faro для мп STC 6425;4;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;109,8;204,78;0103-00120;0;0
00000007894;Тройник латунь переходн никель Дн20х16х20 Faro для мп STC 6425;48;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;140,95;237,98;0103-00121;@;0
00000007897;Тройник латунь переходн никель Дн26х16х26 Faro для мп STC 6425;40;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;209,89;346,75;0103-00124;@;0
00000007898;Тройник латунь переходн никель Дн26х20х26 Faro для мп STC 6425;42;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D0;215,51;368,71;0103-00125;@;0
00000007900;Тройник латунь переходн никель Дн32х20х32 Faro для мп STC 6425;1;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;172,16;495,36;0103-00127;0;0
00000007901;Тройник латунь переходн никель Дн32х26х32 Faro для мп STC 6425;1;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;328,88;561,24;0103-00128;@;0
00000007902;Тройник латунь переходн никель Дн16х1/2"х16 Faro ВР для мп STC 6430;13;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D1;86,82;148,61;0103-00129;@;0
00000007903;Тройник латунь переходн никель Дн20х3/4"х20 Faro ВР для мп STC 6430;37;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;137,37;253,3;0103-00130;@;0
