b0100019199;Тройник латунь Дн16х16х16 Faro пресс для мп STC 6514;24;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D0;64,86;110,82;0103-00076;@;0
b0100019200;Угольник латунь уст Дн20х1/2" Faro пресс ВР для мп STC 6512;7;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D0;107,24;180,78;0103-00067;@;0
b0100019201;Угольник латунь уст Дн16х1/2" Faro пресс ВР для мп STC 6512;2;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D1;96,01;170,57;0103-00068;@;0
b0100019202;Угольник латунь переходн Дн26х3/4" Faro пресс НР для мп STC 6508;20;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;100,09;163,93;0103-00047;@;0
b0100019204;Угольник латунь Дн20 Faro пресс для мп STC 6506;39;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D0;68,94;117,97;0103-00074;@;0
b0100019205;Соединитель латунь Дн26х1" Faro пресс ВР для мп STC 6504;15;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;101,62;175,16;0103-00025;@;0
b0100019206;Соединитель латунь Дн20х3/4" Faro пресс ВР для мп STC 6504;47;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;79,67;135,84;0103-00026;@;0
b0100019207;Соединитель латунь Дн26х3/4" Faro пресс ВР для мп STC 6504;199;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;108,25;173,63;0103-00027;@;0
b0000000825;Угольник PP-R комбинированн белый Дн20х1/2" ВР ПК Контур 011414020100;323;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;P2;27,06;58,2;0105-00734;@;0
b0001000250;Муфта латунь переходн никель Ду1"х1 1/2" ВР General Fittings;11;Трубопроводы и соединительные части;Латунные и чугунные соединительные части трубопроводов;General Fittings;S;D0;238,27;356,59;0111-01140;&;0
b0001000354;Нить уплотнительн УНИ-ЛОК 160м Tangit  ИЮ82;8;Изоляция и уплотнение;Уплотнительные материалы;Tangit;S;D2;609,68;987;1002-00226;&;0
b0001000412;Установка канализационн SANIDOUSHE 220В SFA;1;Насосное оборудование;Насосы и насосные установки;SFA;S;D1;14 335,01;19 257;0801-01609;&;0
b0001000430;Плашкодержатель для клуппа  с трещёткой  653-724;1;Инструмент и сварочное оборудование;Инструмент и сопутствующие товары;_;S;D2;364,9;498;1201-00372;&;0
b0001000445;Полотенцесушитель нерж П-образный 500х600 1";1;Сантехника;Полотенцесушители;_;S;P2;535;797;;0;0
b0001000564;Счётчик универ ВСКМ 90-25 Ду25 120C L=260мм в комплекте 3,5м3/ч ПК Прибор;3;Приборы учета и КИП;Счетчики воды;ПК Прибор;S;D1;3 138,39;4 394;0704-00095;&;0
b0100008097;Клапан обратный  100 Ду25  ВР/ВР пружинный Itap;1;Регулирующая и предохр арматура и автоматика;Затворы, клапаны обратные;Itap;Z;D0;246,15;276;;&;0
b0100008127;Соединитель латунь Дн20х1/2" пресс ВР Valtec VTm.202.N.002004;50;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Valtec;Q;D0;70;127;0103-00926;&;0
b0100008129;Соединитель латунь Дн20х3/4" пресс ВР Valtec VTm.202.N.002005;18;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Valtec;Q;NL;100,87;124;0103-00927;&;0
b0100008130;Соединитель латунь Дн26х1" пресс ВР Valtec VTm.202.N.002606;96;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Valtec;Q;D0;146,98;254;0103-00928;&;0
b0100008131;Муфта латунь Дн16х16 пресс Valtec VTm.203.N.001616;15;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Valtec;Q;D0;87,08;158;0103-00929;&;0
b0100008133;Муфта латунь переходн Дн20х16 пресс Valtec VTm.203.N.002016;17;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Valtec;Q;NL;115,75;200;0103-00931;&;0
b0100008137;Тройник латунь переходн Дн20х16х20 пресс Valtec VTm.231.N.201620;16;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Valtec;Q;D0;201,19;365;0103-00935;&;0
b0100008141;Угольник латунь Дн16х16 пресс Valtec VTm.251.N.001616;12;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Valtec;Q;D0;97,01;176;0103-00939;&;0
b0100011999;Муфта PP-R комбинированн под ключ белый Дн75х2 1/2" НР Firat Plastik;3;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;Firat Plastik;Z;NL;510,41;557;0105-00240;&;0
b0100012004;Муфта PP-R под ключ Дн40х1" НР Valtec VTp.707.0.04006;3;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;Valtec;Z;D0;168,73;260;0105-01146;&;0
b0100026637;Ниппель латунь переходн никель Ду1 1/2"х2" НР/НР General Fittings;10;Трубопроводы и соединительные части;Латунные и чугунные соединительные части трубопроводов;General Fittings;S;D0;283,86;424,43;0111-01252;&;0
b0100026659;Унитаз Комфорт белый б/комплекта б/полочки Лобня;19;Сантехника;Унитазы;Лобня;S;P2;716,6;1 086;0902-00027;0;0
b0100024321;Трубка Super 25/9 L=2м 95C Energoflex;61;Изоляция и уплотнение;Изоляция и термоизоляция;Energoflex;S;D0;18,87;37,48;1001-01141;@;0
b0100024323;Трубка Super 25/13 L=2м 95C Energoflex;74;Изоляция и уплотнение;Изоляция и термоизоляция;Energoflex;S;P2;26,67;55,76;1001-01138;&;0
b0100024328;Клапан обратный латунь VYC170-01 Ду65 Ру16 межфл 250C АДЛ 4 683;3;Регулирующая и предохр арматура и автоматика;Затворы, клапаны обратные;АДЛ;Z;NL;5 951,79;6 994,95;0405-00408;&;0
b0100024396;Крепление для полотенцесушителя _ _ телескопическ 3/4" разъемное хром КНР;23;Сантехника;Полотенцесушители;КНР;S;D0;61,95;85;0911-00232;&;0
b0100024401;Картридж _ для холодной воды ЭФГ-112/250 _ 10мкм _;4;Регулирующая и предохр арматура и автоматика;Фильтры и грязевики;_;Z;NL;194;212;;&;0
b0100024500;Соединитель латунь Дн26х3/4" НР Valtec VTm.301.N.002605;26;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Valtec;Z;NL;152,68;277;0103-01052;&;0
